,Country_Name,Life_Expectancy,year,pf_rol,pf_ss,pf_movement,pf_religion,pf_association,pf_expression,pf_identity,pf_score,ef_government,ef_legal,ef_money,ef_trade,ef_regulation,ef_score,hf_score,region,happiness_rank,happiness_score,economy_gdp_per_capita,family,health_life_expectancy,freedom,trust_government_corruption,generosity,dystopia_residual
208,Paraguay,73.83600000,2016,4.108065759,7.834983075,8.333333333,8.174074074,7.500000000,8.380952381,7.500000000,6.974598187,8.184618864,3.840887889,9.282684720,7.281512340,6.144909202,6.95,6.962299094,Latin America and Caribbean,70,5.538,0.89373,1.11111,0.58295,0.46235,0.07396,0.25296,2.16091
209,Qatar,79.86800000,2016,6.546295560,8.560572432,3.333333333,4.690740741,2.500000000,6.964285714,0E-9,5.525552977,6.537882662,6.235291357,8.679786673,7.648646029,8.336798605,7.49,6.507776488,Middle East and Northern Africa,36,6.375,1.82427,0.87964,0.71723,0.56679,0.48049,0.32388,1.58224
210,Romania,75.20975610,2016,6.328473866,9.833493166,10.000000000,7.877407407,10.000000000,9.000000000,9.250000000,8.653232499,6.833639275,6.040355698,9.341471730,8.441503074,7.776712590,7.69,8.171616249,Central and Eastern Europe,71,5.528,1.16970,0.72803,0.67602,0.36712,0.00679,0.12889,2.45184
211,Rwanda,67.93000000,2016,5.282069945,8.534642873,6.666666667,6.040370370,2.000000000,6.261904762,9.166666667,6.467739051,5.716995447,7.164967817,9.345718853,7.015027267,8.163310486,7.48,6.973869526,Sub-Saharan Africa,152,3.515,0.32846,0.61586,0.31865,0.54320,0.50521,0.23552,0.96819
212,Saudi Arabia,74.76100000,2016,5.914095317,7.442087098,0E-9,3.214814815,2.000000000,5.782049842,0E-9,4.438732069,5.350000000,5.186017585,9.020731753,5.900602321,7.139502889,6.52,5.479366035,Middle East and Northern Africa,34,6.379,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457,2.61482
213,Sudan,64.66300000,2016,3.163435126,5.548563081,5.000000000,6.490000000,3.500000000,5.690476190,0E-9,4.246047171,9.441176471,2.985519957,5.530823658,2.877140582,5.942255355,5.36,4.803023585,Sub-Saharan Africa,133,4.139,0.63069,0.81928,0.29759,0.00000,0.10039,0.18077,2.10995
214,Senegal,67.07800000,2016,4.682384661,7.838810860,6.666666667,9.022222222,10.000000000,8.250000000,2.500000000,6.774187769,6.830535435,4.252700728,7.198889674,6.665037837,6.152968394,6.22,6.497093885,Sub-Saharan Africa,128,4.219,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,1.97861
215,Singapore,82.84634146,2016,7.683405599,9.401703386,8.333333333,6.114814815,3.500000000,6.133315738,8.000000000,7.479423635,7.919425783,8.227098570,9.761728956,9.291176661,8.980598133,8.84,8.159711817,Southeastern Asia,22,6.739,1.64555,0.86758,0.94719,0.48770,0.46987,0.32706,1.99375
216,El Salvador,72.64400000,2016,4.355099989,6.500000000,10.000000000,9.088888889,8.000000000,7.452380952,7.500000000,6.917901981,8.429051699,3.576272354,9.808378599,7.678362506,6.243651346,7.15,7.033950991,Latin America and Caribbean,46,6.068,0.87370,0.80975,0.59600,0.37269,0.10613,0.08877,3.22134
217,Serbia,75.68780488,2016,4.399686544,9.369652604,10.000000000,8.270370370,8.000000000,8.535714286,9.250000000,7.847943252,6.408354030,4.945954676,8.147323500,7.601756185,7.154502067,6.85,7.348971626,Central and Eastern Europe,86,5.177,1.03437,0.81329,0.64580,0.15718,0.04339,0.20737,2.27539
218,Slovenia,81.17560976,2016,6.450622608,9.769114688,10.000000000,9.000000000,10.000000000,9.428571429,9.250000000,8.822791467,4.776774916,6.217592011,9.518350807,7.884030176,6.845229897,7.05,7.936395733,Central and Eastern Europe,63,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,1.79522
219,Sweden,82.30731707,2016,8.539644459,9.854954616,10.000000000,8.884814815,10.000000000,9.726190476,8.750000000,9.334750298,3.620602928,7.816366289,9.342561190,8.198228523,8.230154625,7.44,8.387375149,Western Europe,10,7.291,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734
220,Chad,53.43800000,2016,2.900352865,6.264732049,8.333333333,8.158888889,6.500000000,7.523809524,1.666666667,5.509541070,7.729564033,2.663232022,6.726054551,5.121255567,4.953382356,5.44,5.474770535,Sub-Saharan Africa,144,3.763,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667,2.30637
221,Togo,60.22000000,2016,4.083063827,8.033344298,6.666666667,8.877407407,8.000000000,8.464285714,5.000000000,6.729938010,6.719903820,3.675637715,7.027928927,5.419145767,6.277240850,5.82,6.274969005,Sub-Saharan Africa,155,3.303,0.28123,0.00000,0.24811,0.34678,0.11587,0.17517,2.13540
222,Thailand,76.40300000,2016,4.286364947,8.663051170,8.333333333,7.255925926,4.500000000,7.157826460,4.375000000,6.399562601,6.642645685,4.741393669,8.637097548,7.108491873,7.100074303,6.85,6.624781301,Southeastern Asia,33,6.474,1.08930,1.04477,0.64915,0.49553,0.02833,0.58696,2.57960
223,Tajikistan,70.39700000,2016,3.297263673,8.393621945,8.333333333,4.355555556,2.000000000,4.273809524,8.333333333,5.652324579,6.526173139,5.124943241,8.831414728,6.362292909,6.769223369,6.72,6.186162290,Central and Eastern Europe,100,4.996,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998,2.39106
224,Tunisia,76.11500000,2016,4.757803695,7.562090498,8.333333333,6.457407407,8.000000000,8.017579553,4.166666667,6.577472244,5.805729204,5.276037704,7.061833002,6.911721762,6.389315893,6.29,6.433736122,Middle East and Northern Africa,98,5.045,0.97724,0.43165,0.59577,0.23553,0.08170,0.03936,2.68413
225,Turkey,76.86000000,2016,3.974523246,7.512870080,10.000000000,4.494074074,4.500000000,3.962095697,9.250000000,6.092465309,6.576429967,4.778738645,9.012961525,7.217832757,6.629945973,6.84,6.466232654,Middle East and Northern Africa,78,5.389,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707,2.29074
226,Tanzania,63.84400000,2016,4.244131053,7.349099273,8.333333333,6.447777778,5.000000000,7.500000000,5.000000000,6.126418693,7.314762736,5.659837689,8.221423469,6.206308900,7.208976699,6.92,6.523209346,Sub-Saharan Africa,149,3.666,0.47155,0.77623,0.35700,0.31760,0.05099,0.31472,1.37769
227,Uganda,61.98600000,2016,3.363040892,7.002780033,8.333333333,8.398148148,7.000000000,7.892857143,3.750000000,6.128889094,8.287500000,4.730399908,8.647257101,7.453716468,7.952857152,7.41,6.769444547,Sub-Saharan Africa,145,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,1.51416
228,Ukraine,71.47634146,2016,4.546373559,7.382567982,8.333333333,5.857777778,5.500000000,7.099239115,9.250000000,6.586270408,7.085854562,4.519291988,4.880977321,6.558300939,6.863745425,5.98,6.283135204,Central and Eastern Europe,123,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066
229,Uruguay,77.49800000,2016,6.641640406,8.408217822,10.000000000,8.479629630,7.500000000,9.357142857,10.000000000,8.296141806,6.839554695,5.362794124,8.971845842,7.793198184,6.815292504,7.16,7.728070903,Latin America and Caribbean,29,6.545,1.18157,1.03143,0.72183,0.54388,0.21394,0.18056,2.67139
230,United States,78.53902439,2016,6.949911658,9.101098169,10.000000000,8.854074074,10.000000000,9.241503522,9.250000000,8.747310216,6.426333682,7.396209007,9.847874250,7.653328354,8.827599714,8.03,8.388655108,North America,13,7.104,1.50796,1.04782,0.77900,0.48163,0.14868,0.41077,2.72782
231,Vietnam,75.17200000,2016,4.912071090,8.630880895,3.333333333,5.895925926,1.500000000,5.843436781,9.250000000,5.968007600,7.607352941,5.060821486,6.468943360,6.276207440,6.701358455,6.42,6.194003800,Southeastern Asia,96,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,1.94180
232,South Africa,63.15300000,2016,5.728137568,6.044606200,10.000000000,9.364814815,10.000000000,8.904761905,9.250000000,7.695143614,6.043834210,5.185801311,8.081938440,6.777461423,7.168277200,6.65,7.172571807,Sub-Saharan Africa,116,4.459,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,1.64227
233,Zimbabwe,60.29400000,2016,3.507598954,7.610858901,5.000000000,6.427777778,2.500000000,6.650000000,3.333333333,5.170725575,6.146323529,3.750569595,8.298249478,5.561355160,6.547778391,6.06,5.615362787,Sub-Saharan Africa,131,4.193,0.35041,0.71478,0.15950,0.25429,0.08582,0.18503,2.44270
